year_birth,education,marital_status,income,kidhome,teenhome,date,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,response,customer_age,age_group,day_as_customer,loyality_tier,is_parent,household_size,Total_Spending
1955,Phd,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,70,60-80,4209,very loyal,0,1,811
1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,39,30-45,4564,very loyal,1,2,61
1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,50,45-60,4267,very loyal,0,2,405
1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,70,60-80,4040,very loyal,1,3,72
1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,54,45-60,4448,very loyal,1,3,189
1986,Phd,Married,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,39,30-45,4314,very loyal,1,2,40
1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,47,45-60,4089,very loyal,0,2,63
1983,Graduation,Married,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,42,30-45,4414,very loyal,1,2,52
1976,Phd,Married,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,49,45-60,4007,very loyal,1,2,39
1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,54,45-60,3983,very loyal,1,2,805
1956,Master,Married,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,69,60-80,4022,very loyal,0,2,130
1972,Graduation,Married,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,53,45-60,4217,very loyal,0,1,1631
1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,36,30-45,4309,very loyal,1,2,34
1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,73,60-80,4161,very loyal,1,3,152
1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,41,30-45,4111,very loyal,1,2,21
1967,Phd,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,58,45-60,4218,very loyal,1,4,71
1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,0,63,60-80,3985,very loyal,0,2,899
1947,Master,Married,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,78,60-80,4019,very loyal,0,1,711
1978,Phd,Married,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,47,45-60,4643,very loyal,1,2,351
1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,54,45-60,3991,very loyal,0,1,8
1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,33,30-45,4522,very loyal,1,2,119
1968,Graduation,Married,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,57,45-60,4399,very loyal,1,3,21
1973,Phd,Married,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,52,45-60,4046,very loyal,1,2,10
1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,50,45-60,3985,very loyal,0,2,973
1965,Phd,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,1,60,45-60,4255,very loyal,0,1,1536
1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,73,60-80,4297,very loyal,0,3,992
1967,Phd,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,58,45-60,4441,very loyal,0,2,1529
1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,53,45-60,4239,very loyal,0,2,860
1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,62,60-80,4203,very loyal,0,2,928
1970,Phd,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,1,55,45-60,4648,very loyal,1,3,418
1955,2N Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,1,70,60-80,4644,very loyal,0,2,587
1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,50,45-60,3997,very loyal,0,2,641
1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,0,49,45-60,4051,very loyal,1,3,23
1969,Graduation,Married,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,56,45-60,4266,very loyal,0,1,2279
1973,Phd,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,52,45-60,3990,very loyal,1,3,49
1983,Phd,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,1,42,30-45,4352,very loyal,0,1,1779
1982,Master,Married,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,0,43,30-45,4155,very loyal,0,1,1804
1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,65,60-80,4307,very loyal,1,3,48
1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,1,73,60-80,4064,very loyal,1,3,83
1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,50,45-60,4213,very loyal,0,1,1862
1963,Phd,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,1,62,60-80,4592,very loyal,1,3,793
1970,Graduation,Married,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,55,45-60,4455,very loyal,1,2,84
1948,Phd,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,77,60-80,4262,very loyal,0,2,183
1958,2N Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,67,60-80,3957,very loyal,0,1,1383
1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,81,80+,4032,very loyal,0,1,999
1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,62,60-80,4472,very loyal,0,2,825
1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,53,45-60,4621,very loyal,1,2,246
1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,59,45-60,4416,very loyal,1,3,610
1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,57,45-60,4534,very loyal,1,2,76
1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,54,45-60,4437,very loyal,0,2,1286
1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,0,50,45-60,4144,very loyal,1,2,30
1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,61,60-80,4493,very loyal,1,4,99
1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,47,45-60,4595,very loyal,0,1,1192
1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,50,45-60,4161,very loyal,0,2,362
1983,Graduation,Married,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,1,42,30-45,4638,very loyal,0,1,2130
1971,2N Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,1,54,45-60,4629,very loyal,0,1,1229
1957,Phd,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,68,60-80,4596,very loyal,1,3,38
1951,Master,Married,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,74,60-80,4292,very loyal,0,1,485
1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,74,60-80,4550,very loyal,0,1,434
1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,55,45-60,4421,very loyal,1,2,44
1972,Phd,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,1,53,45-60,4532,very loyal,0,2,496
1969,2N Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,56,45-60,4335,very loyal,1,3,78
1972,Master,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,53,45-60,4453,very loyal,0,1,2346
1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,54,45-60,4495,very loyal,0,1,794
1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,69,60-80,4246,very loyal,0,1,17
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,54,45-60,4282,very loyal,1,2,26
1973,2N Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,52,45-60,4052,very loyal,1,2,76
1977,Phd,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,48,45-60,4153,very loyal,1,3,15
1963,Phd,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,62,60-80,4027,very loyal,1,3,62
1954,Master,Married,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,71,60-80,4041,very loyal,0,2,198
1978,Phd,Married,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,47,45-60,4196,very loyal,1,2,49
1966,Graduation,Married,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,59,45-60,4319,very loyal,0,2,802
1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,1,79,60-80,4079,very loyal,0,1,1736
1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,47,45-60,4498,very loyal,1,3,57
1971,Master,Married,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,54,45-60,4339,very loyal,1,2,59
1953,Graduation,Married,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,1,72,60-80,4431,very loyal,0,1,2302
1985,2N Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,40,30-45,4080,very loyal,0,1,37
1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,55,45-60,4438,very loyal,1,3,310
1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,46,45-60,4554,very loyal,0,1,1305
1966,Graduation,Married,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,59,45-60,4315,very loyal,0,2,832
1976,Graduation,Married,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,49,45-60,4401,very loyal,1,3,401
1965,Phd,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,60,45-60,3986,very loyal,0,1,1501
1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,43,30-45,4115,very loyal,0,1,1189
1972,Graduation,Married,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,53,45-60,4291,very loyal,0,2,1194
1960,Phd,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,65,60-80,4098,very loyal,0,2,656
1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,69,60-80,4532,very loyal,0,1,1540
1965,Master,Married,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,60,45-60,4256,very loyal,0,2,311
1955,2N Cycle,Married,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,70,60-80,4184,very loyal,0,2,820
1989,2N Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,36,30-45,4118,very loyal,1,2,274
1962,Phd,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,63,60-80,4384,very loyal,1,3,57
1965,Graduation,Married,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,60,45-60,4220,very loyal,0,2,448
1973,2N Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,52,45-60,3968,very loyal,1,3,44
1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,53,45-60,4284,very loyal,1,3,102
1984,Graduation,Married,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,41,30-45,4097,very loyal,1,2,61
1960,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,65,60-80,4382,very loyal,0,1,1643
1958,Master,Married,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,67,60-80,4337,very loyal,0,2,397
1968,Graduation,Married,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,57,45-60,4122,very loyal,0,2,1121
1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,48,45-60,4613,very loyal,1,3,473
1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,51,45-60,4041,very loyal,1,2,50
1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,63,60-80,4449,very loyal,0,2,1678
1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,43,30-45,4021,very loyal,0,1,58
1975,Phd,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,50,45-60,4226,very loyal,1,2,170
1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,43,30-45,4148,very loyal,0,1,373
1945,Phd,Married,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,80,60-80,4173,very loyal,0,1,1196
1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,46,45-60,4063,very loyal,1,2,101
1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,1,56,45-60,4513,very loyal,1,3,316
1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,63,60-80,4233,very loyal,0,2,1400
1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,77,60-80,4284,very loyal,0,1,1424
1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,1,47,45-60,4629,very loyal,1,2,844
1975,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,50,45-60,4234,very loyal,0,2,311
1982,Graduation,Married,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,43,30-45,4366,very loyal,0,1,1149
1983,Master,Married,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,42,30-45,4019,very loyal,0,1,129
1952,Graduation,Widowed,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,73,60-80,4205,very loyal,0,2,32
1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,1,43,30-45,4639,very loyal,1,2,299
1962,Graduation,Married,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,63,60-80,3980,very loyal,0,2,320
1977,Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,48,45-60,4534,very loyal,0,2,441
1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,1,76,60-80,4585,very loyal,1,3,1178
1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,35,30-45,4447,very loyal,0,1,85
1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,43,30-45,4415,very loyal,1,2,24
1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,50,45-60,4443,very loyal,1,2,112
1959,2N Cycle,Married,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,66,60-80,4453,very loyal,0,2,30
1983,Phd,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,42,30-45,4323,very loyal,0,1,410
1976,Graduation,Married,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,49,45-60,4251,very loyal,0,2,800
1962,Phd,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,1,63,60-80,4371,very loyal,0,1,1313
1956,Phd,Married,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,69,60-80,4405,very loyal,0,1,1483
1993,Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,1,32,30-45,4200,very loyal,0,1,1258
1987,Graduation,Married,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,38,30-45,4547,very loyal,1,2,28
1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,60,45-60,4102,very loyal,0,2,227
1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,1,43,30-45,4546,very loyal,0,1,1555
1962,Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,63,60-80,4418,very loyal,0,2,861
1978,Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,0,47,45-60,4382,very loyal,1,2,103
1946,Phd,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,79,60-80,4011,very loyal,0,1,634
1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,62,60-80,4131,very loyal,0,1,1918
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,54,45-60,4217,very loyal,1,3,131
1968,Graduation,Married,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,57,45-60,4590,very loyal,1,3,586
1992,Basic,Married,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,0,33,30-45,4167,very loyal,1,2,62
1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,51,45-60,4344,very loyal,1,3,447
1950,2N Cycle,Married,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,75,60-80,4647,very loyal,0,1,939
1977,2N Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,48,45-60,4288,very loyal,0,2,797
1958,Master,Single,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,1,67,60-80,4612,very loyal,0,2,1143
1976,Graduation,Single,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,49,45-60,4183,very loyal,0,2,415
1973,Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,52,45-60,4165,very loyal,1,2,30
1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,57,45-60,4134,very loyal,1,2,187
1958,Graduation,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,67,60-80,3996,very loyal,0,2,251
1975,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,50,45-60,4010,very loyal,0,2,237
1960,2N Cycle,Married,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,65,60-80,4135,very loyal,1,3,91
1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,60,45-60,4368,very loyal,1,4,35
1960,Phd,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,65,60-80,4582,very loyal,0,2,493
1969,Phd,Married,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,56,45-60,4432,very loyal,0,2,971
1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,65,60-80,4523,very loyal,0,2,371
1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,50,45-60,4130,very loyal,1,4,396
1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,40,30-45,4262,very loyal,1,2,68
1971,Master,Married,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,54,45-60,4318,very loyal,0,2,322
1970,Master,Married,51381.5,0,1,2013-04-01,39,187,5,65,26,20,14,2,4,2,6,5,0,55,45-60,4403,very loyal,0,2,317
1955,Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,70,60-80,4004,very loyal,0,2,222
1956,2N Cycle,Married,54342.0,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,69,60-80,4310,very loyal,1,3,177
1958,Graduation,Married,51381.5,1,1,2012-09-03,87,19,4,12,2,2,6,1,1,0,3,5,0,67,60-80,4613,very loyal,1,3,45
1964,2N Cycle,Single,51381.5,1,1,2014-01-12,49,5,1,9,2,0,4,1,1,0,2,7,0,61,60-80,4117,very loyal,1,3,21
1973,Graduation,Married,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,52,45-60,4580,very loyal,1,2,45
1948,Graduation,Married,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,0,77,60-80,4114,very loyal,0,1,1899
1972,Phd,Married,51381.5,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,53,45-60,4068,very loyal,1,2,42
1976,2N Cycle,Married,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,49,45-60,4262,very loyal,1,3,22
1980,Graduation,Married,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,45,30-45,4509,very loyal,1,3,41
1979,Graduation,Married,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,46,45-60,4007,very loyal,0,1,1440
1972,Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,53,45-60,4210,very loyal,1,3,325
1973,Graduation,Married,22682.0,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,52,45-60,4218,very loyal,1,2,95
1972,Phd,Married,38887.0,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,53,45-60,4068,very loyal,1,2,42
1975,2N Cycle,Single,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,50,45-60,4546,very loyal,1,3,72
1972,Phd,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,53,45-60,3994,very loyal,1,2,20
1956,Master,Married,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,69,60-80,4283,very loyal,0,3,789
1974,Graduation,Divorced,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,51,45-60,3987,very loyal,1,3,15
1972,Graduation,Divorced,26759.0,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,53,45-60,4091,very loyal,1,2,59
1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,57,45-60,4383,very loyal,0,2,908
1969,Phd,Married,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,56,45-60,4515,very loyal,1,3,417
1961,Graduation,Married,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,64,60-80,4622,very loyal,1,3,289
1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,53,45-60,4041,very loyal,0,2,769
1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,72,60-80,4018,very loyal,0,2,188
1957,Graduation,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,1,68,60-80,4634,very loyal,0,2,354
1970,Master,Married,44511.0,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,55,45-60,4574,very loyal,1,2,727
1967,Phd,Married,36947.0,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,58,45-60,4640,very loyal,1,3,146
1951,Master,Married,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,74,60-80,4393,very loyal,0,2,319
1953,Master,Married,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,72,60-80,4143,very loyal,0,2,794
1950,Graduation,Married,57045.0,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,75,60-80,4608,very loyal,0,2,454
1953,Phd,Divorced,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,1,72,60-80,4610,very loyal,1,3,152
1977,Phd,Married,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,48,45-60,4588,very loyal,0,2,797
1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,1,53,45-60,4354,very loyal,1,2,1690
1969,Master,Married,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,56,45-60,4080,very loyal,1,3,20
1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,1,81,80+,4107,very loyal,0,1,1428
1990,Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,35,30-45,4450,very loyal,1,2,209
